"","species_name","terminal_rate","order","family","genus"
"5818","Rhabdosargus_holubi",0.238920997,"Spariformes","Sparidae","Rhabdosargus"
"5819","Rhabdosargus_sarba",0.187137739,"Spariformes","Sparidae","Rhabdosargus"
"5820","Rhabdosargus_thorpei",0.219201787,"Spariformes","Sparidae","Rhabdosargus"
"5821","Rhacochilus_vacca",0.004259449,"Ovalentaria","Embiotocidae","Rhacochilus"
"5822","Rhadinesthes_decimus",0.005087382,"Stomiiformes","Stomiidae","Rhadinesthes"
"5823","Rhadinocentrus_ornatus",0.024575064,"Atheriniformes","Melanotaeniidae","Rhadinocentrus"
"5824","Rhamdia_quelen",0.005489233,"Siluriformes","Heptapteridae","Rhamdia"
"5825","Rhamdia_sp._1",0.005365266,"Siluriformes","Heptapteridae","Rhamdia"
"5826","Rhamdiopsis_microcephala",0.043793556,"Siluriformes","Heptapteridae","Rhamdiopsis"
"5827","Rhamphichthys_apurensis",0.022821268,"Gymnotiformes","Rhamphichthyidae","Rhamphichthys"
"5828","Rhamphichthys_hahni",0.039486357,"Gymnotiformes","Rhamphichthyidae","Rhamphichthys"
"5829","Rhamphichthys_lineatus",0.007355526,"Gymnotiformes","Rhamphichthyidae","Rhamphichthys"
"5830","Rhamphichthys_marmoratus",0.040658065,"Gymnotiformes","Rhamphichthyidae","Rhamphichthys"
"5831","Rhamphocottus_richardsonii",0.024708115,"Scorpaeniformes","Rhamphocottidae","Rhamphocottus"
"5832","Rhaphiodon_vulpinus",0.007465986,"Characiformes","Cynodontidae","Rhaphiodon"
"5833","Rheocles_derhami",0.002749791,NA,NA,NA
"5834","Rheocles_vatosoa",0.00831656,NA,NA,NA
"5835","Rheocles_wrightae",0.007636095,NA,NA,NA
"5836","Rhinecanthus_aculeatus",0.004053334,"Tetraodontiformes","Balistidae","Rhinecanthus"
"5837","Rhinecanthus_assasi",0.006543357,"Tetraodontiformes","Balistidae","Rhinecanthus"
"5838","Rhinecanthus_lunula",0.006249814,"Tetraodontiformes","Balistidae","Rhinecanthus"
"5839","Rhinecanthus_rectangulus",0.006814161,"Tetraodontiformes","Balistidae","Rhinecanthus"
"5840","Rhinecanthus_verrucosus",0.009534296,"Tetraodontiformes","Balistidae","Rhinecanthus"
"5841","Rhinelepis_aspera",0.004651706,"Siluriformes","Loricariidae","Rhinelepis"
"5842","Rhinichthys_atratulus",0.002225008,"Cypriniformes","Cyprinidae","Rhinichthys"
"5843","Rhinichthys_cataractae",0.00191463,"Cypriniformes","Cyprinidae","Rhinichthys"
"5844","Rhinichthys_cobitis",0.004215389,"Cypriniformes","Cyprinidae","Rhinichthys"
"5845","Rhinichthys_evermanni",0.003121254,"Cypriniformes","Cyprinidae","Rhinichthys"
"5846","Rhinichthys_obtusus",0.001814583,"Cypriniformes","Cyprinidae","Rhinichthys"
"5847","Rhinichthys_osculus",0.002576308,"Cypriniformes","Cyprinidae","Rhinichthys"
"5848","Rhinodoras_dorbignyi",0.004667619,"Siluriformes","Doradidae","Rhinodoras"
"5849","Rhinogobio_typus",0.009096108,"Cypriniformes","Cyprinidae","Rhinogobio"
"5850","Rhinogobiops_nicholsii",0.148609944,"Gobiiformes","Gobiidae","Rhinogobiops"
"5851","Rhinogobius_brunneus",0.011654369,"Gobiiformes","Oxudercidae","Rhinogobius"
"5852","Rhinogobius_giurinus",0.010176657,"Gobiiformes","Oxudercidae","Rhinogobius"
"5853","Rhinolekos_sp.",0.014055632,"Siluriformes","Loricariidae","Rhinolekos"
"5854","Rhinomugil_corsula",0.023663258,"Mugiliformes","Mugilidae","Rhinomugil"
"5855","Rhinomuraena_quaesita",0.060201248,"Anguilliformes","Muraenidae","Rhinomuraena"
"5856","Rhodeus_amarus",0.017885441,"Cypriniformes","Cyprinidae","Rhodeus"
"5857","Rhodeus_ocellatus",0.021450666,"Cypriniformes","Cyprinidae","Rhodeus"
"5858","Rhodeus_sericeus",0.025252496,"Cypriniformes","Cyprinidae","Rhodeus"
"5859","Rhodeus_uyekii",0.015171571,"Cypriniformes","Cyprinidae","Rhodeus"
"5860","Rhodichthys_regina",0.004439287,"Scorpaeniformes","Liparidae","Rhodichthys"
"5861","Rhodymenichthys_dolichogaster",0.017798542,"Scorpaeniformes","Pholidae","Rhodymenichthys"
"5862","Rhomboplites_aurorubens",0.041102061,"Perciformes","Lutjanidae","Rhomboplites"
"5863","Rhombosolea_leporina",0.02933226,"Pleuronectiformes","Pleuronectidae","Rhombosolea"
"5864","Rhombosolea_tapirina",0.021927277,"Pleuronectiformes","Pleuronectidae","Rhombosolea"
"5865","Rhyacichthys_aspro",0.00451231,"Ovalentaria","Rhyacichthyidae","Rhyacichthys"
"5866","Rhyacichthys_guilberti",0.008102087,"Ovalentaria","Rhyacichthyidae","Rhyacichthys"
"5867","Rhycherus_filamentosus",0.009067814,"Lophiiformes","Antennariidae","Rhycherus"
"5868","Rhynchoconger_flavus",0.090241241,"Anguilliformes","Congridae","Rhynchoconger"
"5869","Rhynchoconger_gracilior",0.164045592,"Anguilliformes","Congridae","Rhynchoconger"
"5870","Rhynchocypris_lagowskii",0.009492918,"Cypriniformes","Cyprinidae","Rhynchocypris"
"5871","Rhynchohyalus_natalensis",0.017579193,"Argentiniformes","Opisthoproctidae","Rhynchohyalus"
"5872","Rhynchorhamphus_malabaricus",0.024445708,"Beloniformes","Hemiramphidae","Rhynchorhamphus"
"5873","Richardsonius_balteatus",0.003937914,"Cypriniformes","Cyprinidae","Richardsonius"
"5874","Rimicola_muscarum",0.07629046,NA,NA,NA
"5875","Rineloricaria_aff._kronei",0.008924546,NA,NA,NA
"5876","Rineloricaria_aff._lima",0.012980178,NA,NA,NA
"5877","Rineloricaria_latirostris",0.007411953,"Siluriformes","Loricariidae","Rineloricaria"
"5878","Rineloricaria_parva",0.019828903,"Siluriformes","Loricariidae","Rineloricaria"
"5879","Rineloricaria_pentamaculata",0.006760524,"Siluriformes","Loricariidae","Rineloricaria"
"5880","Rineloricaria_sp.",0.014459119,"Siluriformes","Loricariidae","Rineloricaria"
"5881","Risor_ruber",0.05009351,"Gobiiformes","Gobiidae","Risor"
"5882","Rita_gogra",0.002723877,"Siluriformes","Ritidae","Rita"
"5883","Rita_kuturnee",0.002540756,"Siluriformes","Ritidae","Rita"
"5884","Rita_rita",0.000841715,"Siluriformes","Ritidae","Rita"
"5885","Rivulus_sp.",0.040247937,"Cyprinodontiformes","Rivulidae","Rivulus"
"5886","Rivulus_tenuis",0.02146146,NA,NA,NA
"5887","Rocio_octofasciata",0.013362428,"Cichliformes","Cichlidae","Rocio"
"5888","Roeboides_sazimai",0.011672568,NA,NA,NA
"5889","Roeboides_xenodon",0.01088252,NA,NA,NA
"5890","Rogadius_patriciae",0.089443555,"Scorpaeniformes","Platycephalidae","Rogadius"
"5891","Rogadius_pristiger",0.060710647,"Scorpaeniformes","Platycephalidae","Rogadius"
"5892","Rogadius_tuberculatus",0.043774302,"Scorpaeniformes","Platycephalidae","Rogadius"
"5893","Rohtee_ogilbii",0.031463048,"Cypriniformes","Cyprinidae","Rohtee"
"5894","Romanogobio_banarescui",0.008938285,"Cypriniformes","Cyprinidae","Romanogobio"
"5895","Romanogobio_banaticus",0.011708393,"Cypriniformes","Cyprinidae","Romanogobio"
"5896","Romanogobio_benacensis",0.014125674,NA,NA,NA
"5897","Romanogobio_elimeius",0.008307677,"Cypriniformes","Cyprinidae","Romanogobio"
"5898","Romanogobio_tenuicorpus",0.005082022,"Cypriniformes","Cyprinidae","Romanogobio"
"5899","Romanogobio_uranoscopus",0.004487184,"Cypriniformes","Cyprinidae","Romanogobio"
"5900","Roncador_stearnsii",0.008669102,"Acanthuriformes","Sciaenidae","Roncador"
"5901","Rondeletia_loricata",0.004011661,"Beryciformes","Rondeletiidae","Rondeletia"
"5902","Ronquilus_jordani",0.008924511,"Scorpaeniformes","Bathymasteridae","Ronquilus"
"5903","Rosenblattia_robusta",0.028015162,"Perciformes","Epigonidae","Rosenblattia"
"5904","Rouleina_attrita",0.022877289,"Alepocephaliformes","Alepocephalidae","Rouleina"
"5905","Rudarius_minutus",0.029046672,"Tetraodontiformes","Monacanthidae","Rudarius"
"5906","Ruscarius_creaseri",0.069922463,"Scorpaeniformes","Cottidae","Ruscarius"
"5907","Rutilus_aula",0.004054705,"Cypriniformes","Cyprinidae","Rutilus"
"5908","Rutilus_basak",0.001692189,"Cypriniformes","Cyprinidae","Rutilus"
"5909","Rutilus_panosi",0.00268937,"Cypriniformes","Cyprinidae","Rutilus"
"5910","Rutilus_pigus",0.017798467,"Cypriniformes","Cyprinidae","Rutilus"
"5911","Rutilus_rubilio",0.00415628,"Cypriniformes","Cyprinidae","Rutilus"
"5912","Rutilus_rutilus",0.001892371,"Cypriniformes","Cyprinidae","Rutilus"
"5913","Rutilus_virgo",0.002949512,"Cypriniformes","Cyprinidae","Rutilus"
"5914","Ruvettus_pretiosus",0.00924216,"Scombriformes","Gempylidae","Ruvettus"
"5915","Rypticus_bicolor",0.001629407,"Perciformes","Serranidae","Rypticus"
"5916","Rypticus_bornoi",0.012995982,"Perciformes","Serranidae","Rypticus"
"5917","Rypticus_carpenteri",0.01994115,"Perciformes","Serranidae","Rypticus"
"5918","Rypticus_randalli",0.025401535,"Perciformes","Serranidae","Rypticus"
"5919","Rypticus_saponaceus",0.004102391,"Perciformes","Serranidae","Rypticus"
"5920","Rypticus_subbifrenatus",0.016179486,"Perciformes","Serranidae","Rypticus"
"5921","Sabanejewia_balcanica",0.001978469,"Cypriniformes","Cobitidae","Sabanejewia"
"5922","Sabanejewia_baltica",0.001439771,NA,NA,NA
"5923","Sabanejewia_larvata",0.003368031,"Cypriniformes","Cobitidae","Sabanejewia"
"5924","Saccopharynx_ampullaceus",0.067135123,"Anguilliformes","Saccopharyngidae","Saccopharynx"
"5925","Sacura_boulengeri",0.016537455,"Perciformes","Serranidae","Sacura"
"5926","Sagamichthys_abei",0.006201444,"Alepocephaliformes","Platytroctidae","Sagamichthys"
"5927","Sagamichthys_schnakenbecki",0.002461026,"Alepocephaliformes","Platytroctidae","Sagamichthys"
"5928","Sagittalarva_inornatus",0.011440216,NA,NA,NA
"5929","Sahyadria_chalakkudiensis",0.022588923,"Cypriniformes","Cyprinidae","Sahyadria"
"5930","Sahyadria_denisonii",0.014713419,"Cypriniformes","Cyprinidae","Sahyadria"
"5931","Salangichthys_ishikawae",0.007596796,NA,NA,NA
"5932","Salaria_atlantica",0.020211164,"Blenniiformes","Blenniidae","Salaria"
"5933","Salaria_economidisi",0.01761418,"Blenniiformes","Blenniidae","Salaria"
"5934","Salaria_fluviatilis",0.004337438,"Blenniiformes","Blenniidae","Salaria"
"5935","Salaria_sp.",0.015631759,NA,NA,NA
"5936","Salarias_alboguttatus",0.059506729,"Blenniiformes","Blenniidae","Salarias"
"5937","Salarias_fasciatus",0.203121417,"Blenniiformes","Blenniidae","Salarias"
"5938","Salarias_guttatus",0.104419281,NA,NA,NA
"5939","Salilota_australis",0.032394747,"Gadiformes","Moridae","Salilota"
"5940","Salminus_affinis",0.006991834,"Characiformes","Characidae","Salminus"
"5941","Salminus_brasiliensis",0.001898492,"Characiformes","Characidae","Salminus"
"5942","Salminus_franciscanus",0.003897343,NA,NA,NA
"5943","Salminus_hilarii",0.002522658,"Characiformes","Characidae","Salminus"
"5944","Salminus_sp._1",0.019402997,NA,NA,NA
"5945","Salminus_sp._2",0.008646893,NA,NA,NA
"5946","Salmo_salar",0.016026849,"Salmoniformes","Salmonidae","Salmo"
"5947","Salmophasia_novacula",0.018898028,"Cypriniformes","Cyprinidae","Salmophasia"
"5948","Salmostoma_acinaces",0.018030265,"Cypriniformes","Cyprinidae","Salmostoma"
"5949","Salmostoma_sladoni",0.012639837,"Cypriniformes","Cyprinidae","Salmostoma"
"5950","Saloptia_powelli",0.007380547,"Perciformes","Serranidae","Saloptia"
"5951","Salvelinus_fontinalis",0.012252149,"Salmoniformes","Salmonidae","Salvelinus"
"5952","Salvelinus_namaycush",0.004968816,"Salmoniformes","Salmonidae","Salvelinus"
"5953","Samaris_cristatus",0.024590268,"Pleuronectiformes","Samaridae","Samaris"
"5954","Samariscus_longimanus",0.011843119,"Pleuronectiformes","Samaridae","Samariscus"
"5955","Sander_canadensis",0.007474804,"Perciformes","Percidae","Sander"
"5956","Sander_lucioperca",0.005733875,"Perciformes","Percidae","Sander"
"5957","Sander_vitreus",0.00651792,"Perciformes","Percidae","Sander"
"5958","Sander_volgensis",0.004419594,"Perciformes","Percidae","Sander"
"5959","Sanopus_greenfieldorum",0.004544688,"Batrachoidiformes","Batrachoididae","Sanopus"
"5960","Sarcocheilichthys_hainanensis",0.007130116,"Cypriniformes","Cyprinidae","Sarcocheilichthys"
"5961","Sarcocheilichthys_sinensis",0.006426343,"Cypriniformes","Cyprinidae","Sarcocheilichthys"
"5962","Sarda_australis",0.00594088,"Scombriformes","Scombridae","Sarda"
"5963","Sarda_orientalis",0.012198219,"Scombriformes","Scombridae","Sarda"
"5964","Sarda_sarda",0.004171128,"Scombriformes","Scombridae","Sarda"
"5965","Sardina_pilchardus",0.042536456,"Clupeiformes","Clupeidae","Sardina"
"5966","Sardinella_albella",0.024534984,"Clupeiformes","Clupeidae","Sardinella"
"5967","Sardinella_gibbosa",0.0816068,"Clupeiformes","Clupeidae","Sardinella"
"5968","Sardinella_jussieu",0.031206236,"Clupeiformes","Clupeidae","Sardinella"
"5969","Sardinella_maderensis",0.010793151,"Clupeiformes","Clupeidae","Sardinella"
"5970","Sardinella_marquesensis",0.063076989,"Clupeiformes","Clupeidae","Sardinella"
"5971","Sardinella_melanura",0.02177978,"Clupeiformes","Clupeidae","Sardinella"
"5972","Sardinella_tawilis",0.060540444,"Clupeiformes","Clupeidae","Sardinella"
"5973","Sardinops_sagax",0.047998892,"Clupeiformes","Clupeidae","Sardinops"
"5974","Sargocentron_coruscum",0.006611222,"Holocentriformes","Holocentridae","Sargocentron"
"5975","Sargocentron_diadema",0.01681756,"Holocentriformes","Holocentridae","Sargocentron"
"5976","Sargocentron_lepros",0.009436047,"Holocentriformes","Holocentridae","Sargocentron"
"5977","Sargocentron_microstoma",0.006183629,"Holocentriformes","Holocentridae","Sargocentron"
"5978","Sargocentron_punctatissimum",0.018928847,"Holocentriformes","Holocentridae","Sargocentron"
"5979","Sargocentron_rubrum",0.00285122,"Holocentriformes","Holocentridae","Sargocentron"
"5980","Sargocentron_seychellense",0.003280406,"Holocentriformes","Holocentridae","Sargocentron"
"5981","Sargocentron_sp._Moorea",0.007451752,"Holocentriformes","Holocentridae","Sargocentron"
"5982","Sargocentron_tiere",0.001850575,"Holocentriformes","Holocentridae","Sargocentron"
"5983","Sargocentron_tiereoides",0.003514708,NA,NA,NA
"5984","Sargocentron_vexillarium",0.005222592,"Holocentriformes","Holocentridae","Sargocentron"
"5985","Sargocentron_xantherythrum",0.008489287,NA,NA,NA
"5986","Sarotherodon_caudomarginatus",0.003440294,NA,NA,NA
"5987","Sarotherodon_melanotheron",0.005909887,"Cichliformes","Cichlidae","Sarotherodon"
"5988","Sarpa_salpa",0.055784256,"Spariformes","Sparidae","Sarpa"
"5989","Satanoperca_leucosticta",0.017279429,NA,NA,NA
"5990","Satanoperca_lilith",0.051111842,NA,NA,NA
"5991","Satanoperca_pappaterra",0.0200591,NA,NA,NA
"5992","Satyrichthys_adeni",0.001529509,"Scorpaeniformes","Peristediidae","Satyrichthys"
"5993","Satyrichthys_welchi",0.003639643,"Scorpaeniformes","Peristediidae","Satyrichthys"
"5994","Saurida_brasiliensis",0.01367117,"Aulopiformes","Synodontidae","Saurida"
"5995","Saurida_caribbaea",0.002405532,"Aulopiformes","Synodontidae","Saurida"
"5996","Saurida_cf._micropectoralis",0.030237018,"Aulopiformes","Synodontidae","Saurida"
"5997","Saurida_elongata",0.036022651,"Aulopiformes","Synodontidae","Saurida"
"5998","Saurida_flamma",0.004320344,"Aulopiformes","Synodontidae","Saurida"
"5999","Saurida_gracilis",0.008983702,"Aulopiformes","Synodontidae","Saurida"
"6000","Saurida_micropectoralis",0.00420688,"Aulopiformes","Synodontidae","Saurida"
"6001","Saurida_nebulosa",0.007951652,"Aulopiformes","Synodontidae","Saurida"
"6002","Saurida_normani",0.021397393,"Aulopiformes","Synodontidae","Saurida"
"6003","Saurida_sp.",0.031445515,"Aulopiformes","Synodontidae","Saurida"
"6004","Saurida_sp._B_JKJ-2015",0.025033739,"Aulopiformes","Synodontidae","Saurida"
"6005","Saurida_suspicio",0.013260695,"Aulopiformes","Synodontidae","Saurida"
"6006","Saurida_tumbil",0.008719498,"Aulopiformes","Synodontidae","Saurida"
"6007","Saurida_umeyoshii",0.027304664,"Aulopiformes","Synodontidae","Saurida"
"6008","Saurida_undosquamis",0.083203304,"Aulopiformes","Synodontidae","Saurida"
"6009","Saurogobio_dabryi",0.019787501,"Cypriniformes","Cyprinidae","Saurogobio"
"6010","Sawbwa_resplendens",0.009279664,"Cypriniformes","Cyprinidae","Sawbwa"
"6011","Scalicus_amiscus",0.015456892,"Scorpaeniformes","Peristediidae","Scalicus"
"6012","Scaphiodonichthys_acanthopterus",0.010654532,"Cypriniformes","Cyprinidae","Scaphiodonichthys"
"6013","Scaphognathops_bandanensis",0.008803264,NA,NA,NA
"6014","Scaphognathops_stejnegeri",0.006317067,"Cypriniformes","Cyprinidae","Scaphognathops"
"6015","Scartelaos_histophorus",0.041341481,"Gobiiformes","Oxudercidae","Scartelaos"
"6016","Scartelaos_tenuis",0.040615393,"Gobiiformes","Oxudercidae","Scartelaos"
"6017","Scartella_cristata",0.027630102,"Blenniiformes","Blenniidae","Scartella"
"6018","Scartella_emarginata",0.009838088,"Blenniiformes","Blenniidae","Scartella"
"6019","Scartella_itajobi",0.00495862,"Blenniiformes","Blenniidae","Scartella"
"6020","Scartichthys_crapulatus",0.020811506,"Blenniiformes","Blenniidae","Scartichthys"
"6021","Scarus_chameleon",0.009867618,"Labriformes","Scaridae","Scarus"
"6022","Scarus_collana",0.005515622,"Labriformes","Scaridae","Scarus"
"6023","Scarus_flavipectoralis",0.010485643,NA,NA,NA
"6024","Scarus_forsteni",0.001385317,"Labriformes","Scaridae","Scarus"
"6025","Scarus_frenatus",0.006349915,"Labriformes","Scaridae","Scarus"
"6026","Scarus_ghobban",0.007440864,"Labriformes","Scaridae","Scarus"
"6027","Scarus_iseri",0.002774596,"Labriformes","Scaridae","Scarus"
"6028","Scarus_niger",0.014221983,"Labriformes","Scaridae","Scarus"
"6029","Scarus_psittacus",0.004628553,"Labriformes","Scaridae","Scarus"
"6030","Scarus_quoyi",0.008005566,"Labriformes","Scaridae","Scarus"
"6031","Scarus_rubroviolaceus",0.003363867,"Labriformes","Scaridae","Scarus"
"6032","Scarus_schlegeli",0.008696846,"Labriformes","Scaridae","Scarus"
"6033","Scarus_spinus",0.009792907,"Labriformes","Scaridae","Scarus"
"6034","Scarus_tricolor",0.012266775,"Labriformes","Scaridae","Scarus"
"6035","Scatophagus_argus",0.008085214,"Perciformes","Scatophagidae","Scatophagus"
"6036","Scaturiginichthys_vermeilipinnis",0.040759027,"Atheriniformes","Melanotaeniidae","Scaturiginichthys"
"6037","Schedophilus_maculatus",0.008601732,"Scombriformes","Centrolophidae","Schedophilus"
"6038","Schilbe_grenfelli",0.008941766,"Siluriformes","Schilbeidae","Schilbe"
"6039","Schilbe_intermedius",0.028487325,"Siluriformes","Schilbeidae","Schilbe"
"6040","Schilbe_marmoratus",0.041754729,"Siluriformes","Schilbeidae","Schilbe"
"6041","Schilbe_mystus",0.004348594,NA,NA,NA
"6042","Schilbe_sp.",0.023681985,"Siluriformes","Schilbeidae","Schilbe"
"6043","Schismatogobius_ampluvinculus",0.026064031,"Gobiiformes","Oxudercidae","Schismatogobius"
"6044","Schismatogobius_bruynisi",0.027762991,"Gobiiformes","Oxudercidae","Schismatogobius"
"6045","Schismatogobius_bussoni",0.041562108,"Gobiiformes","Oxudercidae","Schismatogobius"
"6046","Schismatogobius_insignus",0.029443338,"Gobiiformes","Oxudercidae","Schismatogobius"
"6047","Schismatogobius_marmoratus",0.026211586,"Gobiiformes","Oxudercidae","Schismatogobius"
"6048","Schismatogobius_risdawatiae",0.003479167,"Gobiiformes","Oxudercidae","Schismatogobius"
"6049","Schismatorhynchos_holorhynchos",0.031106193,"Cypriniformes","Cyprinidae","Schismatorhynchos"
"6050","Schismatorhynchos_nukta",0.002907314,"Cypriniformes","Cyprinidae","Schismatorhynchos"
"6051","Schismorhynchus_labialis",0.503049493,"Anguilliformes","Ophichthidae","Schismorhynchus"
"6052","Schistura_beavani",0.052113472,"Cypriniformes","Nemacheilidae","Schistura"
"6053","Schistura_corica",0.015950613,"Cypriniformes","Nemacheilidae","Schistura"
"6054","Schistura_fasciolata",0.014220335,"Cypriniformes","Nemacheilidae","Schistura"
"6055","Schistura_koladynensis",0.014049686,"Cypriniformes","Nemacheilidae","Schistura"
"6056","Schistura_maculosa",0.021017771,NA,NA,NA
"6057","Schistura_mizoramensis",0.059181217,NA,NA,NA
"6058","Schistura_montana",0.079117921,"Cypriniformes","Nemacheilidae","Schistura"
"6059","Schistura_nagaensis",0.015042374,"Cypriniformes","Nemacheilidae","Schistura"
"6060","Schistura_reticulata",0.07442929,"Cypriniformes","Nemacheilidae","Schistura"
"6061","Schistura_savona",0.046156214,"Cypriniformes","Nemacheilidae","Schistura"
"6062","Schistura_semiarmata",0.027150376,"Cypriniformes","Nemacheilidae","Schistura"
"6063","Schistura_sp.",0.013330231,"Cypriniformes","Nemacheilidae","Schistura"
"6064","Schistura_sp._ngachalba",0.115893266,"Cypriniformes","Nemacheilidae","Schistura"
"6065","Schistura_sp._parshadi",0.169322685,"Cypriniformes","Nemacheilidae","Schistura"
"6066","Schizodon_fasciatus",0.010431646,NA,NA,NA
"6067","Schizodon_intermedius",0.01294674,"Characiformes","Anostomidae","Schizodon"
"6068","Schizodon_knerii",0.010073167,NA,NA,NA
"6069","Schizodon_nasutus",0.009275638,"Characiformes","Anostomidae","Schizodon"
"6070","Schizolecis_guntheri",0.009850519,"Siluriformes","Loricariidae","Schizolecis"
"6071","Schizopygopsis_younghusbandi",0.013269225,"Cypriniformes","Cyprinidae","Schizopygopsis"
"6072","Schizothorax_nukiangensis",0.005278568,"Cypriniformes","Cyprinidae","Schizothorax"
"6073","Schizothorax_oconnori",0.015322685,"Cypriniformes","Cyprinidae","Schizothorax"
"6074","Schizothorax_pelzami",0.025479542,NA,NA,NA
"6075","Schizothorax_plagiostomus",0.011658356,"Cypriniformes","Cyprinidae","Schizothorax"
"6076","Schultzea_beta",0.038381521,"Perciformes","Serranidae","Schultzea"
"6077","Sciades_assimilis",0.006600438,"Siluriformes","Ariidae","Sciades"
"6078","Sciades_felis",0.008628472,"Siluriformes","Ariidae","Sciades"
"6079","Sciadonus_pedicellaris",0.015662283,"Ophidiiformes","Aphyonidae","Sciadonus"
"6080","Sciaena_deliciosa",0.013490253,"Acanthuriformes","Sciaenidae","Sciaena"
"6081","Sciaena_umbra",0.030798645,"Acanthuriformes","Sciaenidae","Sciaena"
"6082","Sciaenops_ocellatus",0.005512903,"Acanthuriformes","Sciaenidae","Sciaenops"
"6083","Scleropages_formosus",0.002409843,"Osteoglossiformes","Osteoglossidae","Scleropages"
"6084","Scleropages_jardinii",0.007260281,"Osteoglossiformes","Osteoglossidae","Scleropages"
"6085","Scleropages_leichardti",0.004263567,"Osteoglossiformes","Osteoglossidae","Scleropages"
"6086","Scobinancistrus_pariolispos",0.006742173,"Siluriformes","Loricariidae","Scobinancistrus"
"6087","Scolecenchelys_gymnota",0.362495973,"Anguilliformes","Ophichthidae","Scolecenchelys"
"6088","Scolecenchelys_laticaudata",0.496987348,"Anguilliformes","Ophichthidae","Scolecenchelys"
"6089","Scolecenchelys_macroptera",0.184415036,"Anguilliformes","Ophichthidae","Scolecenchelys"
"6090","Scolopsis_bilineata",0.094934772,"Spariformes","Nemipteridae","Scolopsis"
"6091","Scolopsis_bimaculata",0.099790645,"Spariformes","Nemipteridae","Scolopsis"
"6092","Scolopsis_frenata",0.082797333,"Spariformes","Nemipteridae","Scolopsis"
"6093","Scolopsis_ghanam",0.087764506,"Spariformes","Nemipteridae","Scolopsis"
"6094","Scolopsis_lineata",0.046721821,"Spariformes","Nemipteridae","Scolopsis"
"6095","Scolopsis_margaritifera",0.084396676,"Spariformes","Nemipteridae","Scolopsis"
"6096","Scolopsis_monogramma",0.104397794,"Spariformes","Nemipteridae","Scolopsis"
"6097","Scolopsis_taenioptera",0.178038717,"Spariformes","Nemipteridae","Scolopsis"
"6098","Scolopsis_vosmeri",0.054174091,"Spariformes","Nemipteridae","Scolopsis"
"6099","Scomber_scombrus",0.031298225,"Scombriformes","Scombridae","Scomber"
"6100","Scomberesox_saurus",0.020533864,"Beloniformes","Scomberesocidae","Scomberesox"
"6101","Scomberoides_commersonnianus",0.008787922,"Carangiformes","Carangidae","Scomberoides"
"6102","Scomberoides_lysan",0.012271574,"Carangiformes","Carangidae","Scomberoides"
"6103","Scomberoides_tala",0.014630357,"Carangiformes","Carangidae","Scomberoides"
"6104","Scomberoides_tol",0.007326154,"Carangiformes","Carangidae","Scomberoides"
"6105","Scomberomorus_brasiliensis",0.01009112,"Scombriformes","Scombridae","Scomberomorus"
"6106","Scomberomorus_cavalla",0.014658794,"Scombriformes","Scombridae","Scomberomorus"
"6107","Scomberomorus_commerson",0.007792566,"Scombriformes","Scombridae","Scomberomorus"
"6108","Scomberomorus_guttatus",0.013357411,"Scombriformes","Scombridae","Scomberomorus"
"6109","Scomberomorus_niphonius",0.013333102,"Scombriformes","Scombridae","Scomberomorus"
"6110","Scomberomorus_plurilineatus",0.018031259,"Scombriformes","Scombridae","Scomberomorus"
"6111","Scomberomorus_queenslandicus",0.011857676,"Scombriformes","Scombridae","Scomberomorus"
"6112","Scomberomorus_sierra",0.006439093,"Scombriformes","Scombridae","Scomberomorus"
"6113","Scombrolabrax_heterolepis",0.021645518,"Scombrolabraciformes","Scombrolabracidae","Scombrolabrax"
"6114","Scombrops_boops",0.012219213,"Perciformes","Scombropidae","Scombrops"
"6115","Scombrops_gilberti",0.006151037,"Perciformes","Scombropidae","Scombrops"
"6116","Scopelarchoides_danae",0.020531853,"Aulopiformes","Scopelarchidae","Scopelarchoides"
"6117","Scopelengys_tristis",0.003411542,"Myctophiformes","Neoscopelidae","Scopelengys"
"6118","Scopeloberyx_opisthopterus",0.020027296,"Beryciformes","Melamphaidae","Scopeloberyx"
"6119","Scopeloberyx_robustus",0.006512909,"Beryciformes","Melamphaidae","Scopeloberyx"
"6120","Scopelopsis_multipunctatus",0.0024759,"Myctophiformes","Myctophidae","Scopelopsis"
"6121","Scopelosaurus_harryi",0.010091663,"Aulopiformes","Notosudidae","Scopelosaurus"
"6122","Scopelosaurus_lepidus",0.035217623,"Aulopiformes","Notosudidae","Scopelosaurus"
"6123","Scopelosaurus_smithii",0.027536417,NA,NA,NA
"6124","Scopelosaurus_sp.",0.062699662,NA,NA,NA
"6125","Scopelosaurus_sp._Moorea",0.012911231,"Aulopiformes","Notosudidae","Scopelosaurus"
"6126","Scophthalmus_aquosus",0.040057043,"Pleuronectiformes","Scophthalmidae","Scophthalmus"
"6127","Scophthalmus_maximus",0.069588965,"Pleuronectiformes","Scophthalmidae","Scophthalmus"
"6128","Scophthalmus_rhombus",0.054429837,"Pleuronectiformes","Scophthalmidae","Scophthalmus"
"6129","Scorpaena_agassizii",0.153900652,"Scorpaeniformes","Scorpaenidae","Scorpaena"
"6130","Scorpaena_albifimbria",0.07001391,"Scorpaeniformes","Scorpaenidae","Scorpaena"
"6131","Scorpaena_brasiliensis",0.296090466,NA,NA,NA
"6132","Scorpaena_calcarata",0.048219337,"Scorpaeniformes","Scorpaenidae","Scorpaena"
