order_name,family_name,genus_name,species_name,median_lat,body_shape,longevity,max_length,min_depth,weight,salinity,age_at_maturity,streams,lakes,feeding_type,neritic,oceanic,mangroves,diet_troph,schooling,benthic,coral_reefs,estuaries,lat_range,temp_min,mouth_type,repro_mode,fertilization,rep_guild_1,rep_guild_2,parental_care
Siluriformes,Loricariidae,Hisonotus,Hisonotus sp.,16.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anguilliformes,Synaphobranchidae,Histiobranchus,Histiobranchus australis,28.9915,eel-like,NA,67,950,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA
Syngnathiformes,Syngnathidae,Histiogamphelus,Histiogamphelus briggsii,35.4333,eel-like,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dioecism,in brood pouch or similar structure,bearers,external brooders,paternal
Syngnathiformes,Syngnathidae,Histiogamphelus,Histiogamphelus cristatus,35.94165,eel-like,NA,NA,NA,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dioecism,in brood pouch or similar structure,bearers,external brooders,paternal
Lophiiformes,Antennariidae,Histiophryne,Histiophryne cryptacanthus,NA,short and / or deep,NA,9.6,5,NA,saltwater,NA,0,0,NA,0,0,0,NA,0,1,0,0,NA,NA,NA,dioecism,external,bearers,external brooders,NA
Lophiiformes,Antennariidae,Histiophryne,Histiophryne psychedelica,NA,short and / or deep,NA,NA,5,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dioecism,external,nonguarders,NA,none
Perciformes,Pentacerotidae,Histiopterus,Histiopterus typus,14.985,short and / or deep,NA,42,40,NA,saltwater,NA,0,0,hunting macrofauna (predator),0,1,0,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Lophiiformes,Antennariidae,Histrio,Histrio histrio,18.2675,short and / or deep,NA,20,0,NA,saltwater,NA,0,0,hunting macrofauna (predator),0,1,0,NA,0,0,1,0,67,NA,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Perciformes,Pomacanthidae,Holacanthus,Holacanthus ciliaris,18.2745,short and / or deep,NA,45,1,1600,saltwater,NA,0,0,variable,0,1,0,2.99,0,0,1,0,24,NA,terminal,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Perciformes,Pomacanthidae,Holacanthus,Holacanthus tricolor,16.802,short and / or deep,NA,35,3,NA,saltwater,NA,0,0,variable,0,1,0,3.01,0,0,1,0,43,NA,terminal,protogyny,external,nonguarders,NA,NA
Characiformes,Characidae,Hollandichthys,Hollandichthys multifasciatus,24.191,elongated,NA,NA,NA,NA,freshwater,NA,1,0,NA,0,0,0,NA,0,0,0,0,NA,16,NA,NA,NA,NA,NA,NA
Holocentriformes,Holocentridae,Holocentrus,Holocentrus adscensionis,16.802,fusiform / normal,NA,61,0,NA,saltwater,NA,0,0,hunting macrofauna (predator),0,1,1,3.11,0,0,1,0,62,NA,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Holocentriformes,Holocentridae,Holocentrus,Holocentrus rufus,18.254,fusiform / normal,NA,35,0,NA,saltwater,NA,0,0,hunting macrofauna (predator),0,0,0,3.51,0,0,1,0,64,NA,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Alepocephaliformes,Platytroctidae,Holtbyrnia,Holtbyrnia latifrons,32.6,NA,NA,NA,225,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,dioecism,external,nonguarders,NA,NA
Alepocephaliformes,Platytroctidae,Holtbyrnia,Holtbyrnia macrops,52.51,elongated,NA,NA,100,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,NA
Cichliformes,Cichlidae,Hoplarchus,Hoplarchus psittacus,3.1,short and / or deep,NA,32,NA,730,freshwater,NA,1,1,hunting macrofauna (predator),0,0,1,NA,0,0,0,0,NA,27,NA,dioecism,external,guarders,clutch tenders,NA
Characiformes,Erythrinidae,Hoplerythrinus,Hoplerythrinus unitaeniatus,17.0258,elongated,NA,25,NA,NA,freshwater,NA,1,0,hunting macrofauna (predator),0,0,0,NA,0,0,0,0,NA,23,NA,NA,NA,NA,NA,NA
Characiformes,Erythrinidae,Hoplias,Hoplias intermedius,18.0139,elongated,NA,NA,NA,3776,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Characiformes,Erythrinidae,Hoplias,Hoplias malabaricus,33.941,elongated,NA,65,NA,3800,freshwater,NA,1,1,hunting macrofauna (predator),0,0,0,4.5,0,0,0,0,46,20,NA,dioecism,external,guarders,nesters,NA
Scorpaeniformes,Hoplichthyidae,Hoplichthys,Hoplichthys acanthopleurus,29.705,NA,NA,18,120,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scorpaeniformes,Hoplichthyidae,Hoplichthys,Hoplichthys citrinus,21.2498,elongated,NA,21.5,183,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scorpaeniformes,Hoplichthyidae,Hoplichthys,Hoplichthys langsdorfii,NA,NA,NA,NA,NA,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scorpaeniformes,Hoplichthyidae,Hoplichthys,Hoplichthys regani,NA,elongated,NA,20,NA,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ophidiiformes,Ophidiidae,Hoplobrotula,Hoplobrotula gnathopus,29.708,elongated,NA,45,180,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Perciformes,Malacanthidae,Hoplolatilus,Hoplolatilus chlupatyi,18,fusiform / normal,NA,13,30,NA,saltwater,NA,0,0,selective plankton feeding,0,1,0,NA,0,0,1,0,NA,22,NA,dioecism,external,NA,NA,paternal
Perciformes,Malacanthidae,Hoplolatilus,Hoplolatilus fronticinctus,27.546,fusiform / normal,NA,21,40,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,dioecism,external,NA,NA,paternal
Perciformes,Malacanthidae,Hoplolatilus,Hoplolatilus marcosi,14.246,fusiform / normal,NA,12,18,NA,saltwater,NA,0,0,selective plankton feeding,0,1,0,NA,0,0,1,0,NA,22,NA,dioecism,external,NA,NA,paternal
Perciformes,Malacanthidae,Hoplolatilus,Hoplolatilus purpureus,14.246,fusiform / normal,NA,13,30,NA,saltwater,NA,0,0,selective plankton feeding,0,1,0,NA,0,0,1,0,NA,22,NA,dioecism,external,NA,NA,paternal
Perciformes,Lutjanidae,Hoplopagrus,Hoplopagrus guentherii,10.858,fusiform / normal,NA,92,0,9580,saltwater,NA,0,0,hunting macrofauna (predator),0,1,0,3.8,0,0,1,0,40,NA,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Siluriformes,Callichthyidae,Hoplosternum,Hoplosternum littorale,17.602,fusiform / normal,4,26.3,1,NA,freshwater,1,1,0,hunting macrofauna (predator),0,0,0,2.74,0,0,0,0,48,18,NA,dioecism,external,guarders,nesters,NA
Trachichthyiformes,Trachichthyidae,Hoplostethus,Hoplostethus atlanticus,33.65,short and / or deep,149,75,180,7000,saltwater,32.5,0,0,hunting macrofauna (predator),1,1,0,4.25,0,0,0,0,121,3,NA,dioecism,external,nonguarders,NA,NA
Trachichthyiformes,Trachichthyidae,Hoplostethus,Hoplostethus gigas,33.3167,short and / or deep,NA,NA,237,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trachichthyiformes,Trachichthyidae,Hoplostethus,Hoplostethus latus,29.97,short and / or deep,NA,53,146,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trachichthyiformes,Trachichthyidae,Hoplostethus,Hoplostethus mediterraneus,35.62,short and / or deep,11,NA,100,NA,saltwater,NA,0,0,hunting macrofauna (predator),0,1,0,NA,0,0,0,0,146,NA,NA,NA,NA,NA,NA,NA
Trachichthyiformes,Trachichthyidae,Hoplostethus,Hoplostethus sp. KKB-2015,22.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anguilliformes,Nettastomatidae,Hoplunnis,Hoplunnis macrura,26.102,eel-like,NA,54.2,55,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anguilliformes,Nettastomatidae,Hoplunnis,Hoplunnis sicarius,0.8,eel-like,NA,NA,NA,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Perciformes,Howellidae,Howella,Howella brodiei,41.34,fusiform / normal,NA,7.6,100,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salmoniformes,Salmonidae,Hucho,Hucho hucho,49.571,fusiform / normal,20,150,NA,52000,freshwater,5,1,1,hunting macrofauna (predator),0,0,0,NA,0,0,0,0,6,6,NA,dioecism,external,nonguarders,brood hiders,none
Cypriniformes,Cyprinidae,Hybognathus,Hybognathus hankinsoni,42.804,elongated,NA,9.7,NA,NA,freshwater,1.5,1,1,variable,0,0,0,NA,0,0,0,0,21,NA,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Cypriniformes,Cyprinidae,Hybognathus,Hybognathus placitus,34.934,fusiform / normal,NA,13,NA,NA,NA,NA,1,0,NA,0,0,0,NA,0,0,0,1,15,NA,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Cypriniformes,Cyprinidae,Hybognathus,Hybognathus regius,46.25,fusiform / normal,NA,15,NA,NA,freshwater,2,1,1,NA,0,0,0,NA,0,0,0,0,14,NA,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Cypriniformes,Cyprinidae,Hybopsis,Hybopsis amblops,35.5258,elongated,NA,10,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
Cypriniformes,Cyprinidae,Hybopsis,Hybopsis amnis,33.295,fusiform / normal,NA,8.4,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA
Cypriniformes,Cyprinidae,Hybopsis,Hybopsis hypsinotus,NA,fusiform / normal,NA,7.2,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
Cypriniformes,Cyprinidae,Hybopsis,Hybopsis lineapunctata,32.6336,fusiform / normal,NA,8.5,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
Cypriniformes,Cyprinidae,Hybopsis,Hybopsis rubrifrons,34.205,NA,NA,8.4,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
Cypriniformes,Cyprinidae,Hybopsis,Hybopsis winchelli,33.2072,NA,NA,8.4,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
Characiformes,Alestidae,Hydrocynus,Hydrocynus brevis,6.337,fusiform / normal,NA,86,NA,8250,freshwater,NA,1,0,hunting macrofauna (predator),0,0,0,NA,0,0,0,0,NA,NA,terminal,NA,NA,NA,NA,NA
Characiformes,Alestidae,Hydrocynus,Hydrocynus forskahlii,NA,elongated,4,NA,NA,15507,freshwater,NA,1,0,hunting macrofauna (predator),0,0,0,NA,0,0,0,0,NA,NA,terminal,NA,NA,NA,NA,NA
Characiformes,Alestidae,Hydrocynus,Hydrocynus vittatus,18.27605,fusiform / normal,8,NA,NA,27980,freshwater,NA,1,1,hunting macrofauna (predator),0,0,0,4.41,0,0,0,0,NA,22,terminal,NA,NA,NA,NA,NA
Myctophiformes,Myctophidae,Hygophum,Hygophum atratum,24,NA,NA,6,600,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,dioecism,external,nonguarders,NA,NA
Myctophiformes,Myctophidae,Hygophum,Hygophum benoiti,42.49,fusiform / normal,NA,NA,51,NA,saltwater,NA,0,0,NA,0,1,0,NA,0,0,0,0,32,NA,NA,NA,NA,NA,NA,NA
Myctophiformes,Myctophidae,Hygophum,Hygophum hanseni,NA,fusiform / normal,NA,NA,57,NA,saltwater,NA,0,0,hunting macrofauna (predator),0,1,0,3.19,0,0,0,0,13,NA,NA,NA,NA,NA,NA,NA
Myctophiformes,Myctophidae,Hygophum,Hygophum hygomii,40.6115,fusiform / normal,NA,NA,0,NA,saltwater,NA,0,0,NA,0,1,0,NA,0,0,0,0,86,NA,NA,NA,NA,NA,NA,NA
Myctophiformes,Myctophidae,Hygophum,Hygophum reinhardtii,41.3,elongated,NA,NA,0,NA,saltwater,NA,0,0,selective plankton feeding,0,1,0,NA,0,0,0,0,NA,NA,NA,dioecism,external,nonguarders,NA,NA
Myctophiformes,Myctophidae,Hygophum,Hygophum taaningi,17.534,fusiform / normal,NA,NA,250,NA,saltwater,NA,0,0,selective plankton feeding,0,1,0,3.15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Gadiformes,Macrouridae,Hymenocephalus,Hymenocephalus italicus,35.735,elongated,9,25,100,NA,saltwater,NA,0,0,variable,0,0,0,3.4,0,0,0,0,63,NA,NA,NA,NA,NA,NA,NA
Cypriniformes,Catostomidae,Hypentelium,Hypentelium etowanum,34.2245,elongated,NA,23,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
Cypriniformes,Catostomidae,Hypentelium,Hypentelium nigricans,42.641,elongated,NA,61,NA,480,freshwater,NA,1,1,NA,0,0,0,NA,0,0,0,0,16,NA,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Clupeiformes,Clupeidae,Hyperlophus,Hyperlophus vittatus,34.05,elongated,NA,NA,10,NA,NA,NA,0,0,selective plankton feeding,1,1,0,NA,0,0,0,1,15,NA,terminal,NA,NA,NA,NA,NA
Scombriformes,Centrolophidae,Hyperoglyphe,Hyperoglyphe antarctica,33,fusiform / normal,15,140,40,63000,saltwater,NA,0,0,hunting macrofauna (predator),0,1,0,NA,0,0,0,0,36,NA,NA,dioecism,NA,nonguarders,NA,NA
Scombriformes,Centrolophidae,Hyperoglyphe,Hyperoglyphe bythites,NA,short and / or deep,NA,60,NA,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Scombriformes,Centrolophidae,Hyperoglyphe,Hyperoglyphe japonica,NA,short and / or deep,NA,90,150,10200,saltwater,NA,0,0,NA,0,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Scombriformes,Centrolophidae,Hyperoglyphe,Hyperoglyphe perciformis,42.613,fusiform / normal,NA,91,NA,12300,saltwater,NA,0,0,hunting macrofauna (predator),0,1,0,NA,0,0,0,0,24,NA,NA,NA,NA,NA,NA,NA
Trachiniformes,Ammodytidae,Hyperoplus,Hyperoplus immaculatus,55.352,elongated,NA,NA,NA,NA,saltwater,NA,0,0,hunting macrofauna (predator),0,1,0,NA,0,0,0,0,10,NA,NA,dioecism,external,nonguarders,NA,NA
Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon balbus,15.7302,NA,NA,6,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon bifasciatus,18.0028,fusiform / normal,NA,4.7,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon copelandi,0.4,fusiform / normal,NA,NA,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA
Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon epicharis,0.36989,fusiform / normal,NA,NA,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon eques,23.1263,fusiform / normal,NA,NA,NA,NA,freshwater,NA,1,0,variable,0,0,0,NA,0,0,0,0,NA,22,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon erythrostigma,4.20444,short and / or deep,NA,NA,NA,NA,freshwater,NA,0,0,variable,0,0,0,NA,0,0,0,0,NA,23,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon flammeus,23.6161,fusiform / normal,NA,NA,0,NA,freshwater,NA,1,0,variable,0,0,0,NA,0,0,0,0,NA,22,sub-terminal/inferior,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon luetkenii,32.863,short and / or deep,NA,9.6,NA,12.4,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA
Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon rosaceus,0.10072,short and / or deep,NA,NA,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon santae,17.602,NA,NA,NA,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon socolofi,2.47239,short and / or deep,NA,NA,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon sweglesi,0.53861,short and / or deep,NA,NA,NA,NA,freshwater,NA,0,0,hunting macrofauna (predator),0,0,0,NA,0,0,0,0,NA,20,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Blenniiformes,Blenniidae,Hypleurochilus,Hypleurochilus fissicornis,34.911,elongated,NA,NA,NA,NA,saltwater,NA,0,0,hunting macrofauna (predator),0,0,0,NA,0,0,0,0,NA,NA,NA,dioecism,external,guarders,NA,NA
Atheriniformes,Atherinidae,Hypoatherina,Hypoatherina golanii,NA,elongated,NA,NA,NA,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dioecism,external,NA,NA,NA
Atheriniformes,Atherinidae,Hypoatherina,Hypoatherina harringtonensis,19.12315,elongated,NA,10,NA,NA,saltwater,NA,0,0,hunting macrofauna (predator),0,1,0,NA,0,0,1,0,NA,NA,NA,dioecism,external,NA,NA,NA
Atheriniformes,Atherinidae,Hypoatherina,Hypoatherina valenciennei,20.454,elongated,NA,12,NA,NA,NA,NA,0,0,selective plankton feeding,0,0,1,NA,0,0,0,1,NA,NA,NA,dioecism,external,NA,NA,NA
Characiformes,Anostomidae,Hypomasticus,Hypomasticus mormyrops,23.374,elongated,NA,NA,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dioecism,external,guarders,nesters,NA
Osmeriformes,Osmeridae,Hypomesus,Hypomesus olidus,64.1585,elongated,10,20,10,50,NA,NA,1,1,selective plankton feeding,0,0,0,3.21,0,0,0,1,16,NA,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Osmeriformes,Osmeridae,Hypomesus,Hypomesus pretiosus,46.16,elongated,5,30.5,NA,NA,NA,1.5,1,0,hunting macrofauna (predator),0,0,0,NA,0,0,0,0,28,NA,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Cypriniformes,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,32.521,fusiform / normal,NA,105,0,50000,freshwater,NA,1,1,grazing on aquatic plants,0,0,0,NA,0,0,0,1,107,6,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Cypriniformes,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys nobilis,NA,fusiform / normal,20,NA,5,40000,freshwater,NA,1,1,variable,0,0,0,NA,0,0,0,0,82,4,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Perciformes,Serranidae,Hypoplectrus,Hypoplectrus ecosur,21.486,short and / or deep,NA,NA,NA,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Perciformes,Serranidae,Hypoplectrus,Hypoplectrus floridae,NA,short and / or deep,NA,NA,NA,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Siluriformes,Loricariidae,Hypoptopoma,Hypoptopoma inexspectatum,32.8503,elongated,NA,NA,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Siluriformes,Loricariidae,Hypoptopoma,Hypoptopoma spectabile,NA,elongated,NA,NA,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnotiformes,Rhamphichthyidae,Hypopygus,Hypopygus lepturus,NA,NA,NA,10,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnotiformes,Rhamphichthyidae,Hypopygus,Hypopygus neblinae,NA,NA,NA,12.2,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beloniformes,Hemiramphidae,Hyporhamphus,Hyporhamphus affinis,22.835,elongated,NA,NA,0,NA,saltwater,NA,0,0,hunting macrofauna (predator),0,1,1,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
Beloniformes,Hemiramphidae,Hyporhamphus,Hyporhamphus dussumieri,20.465,elongated,NA,NA,0,NA,saltwater,NA,0,0,hunting macrofauna (predator),0,1,0,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
Beloniformes,Hemiramphidae,Hyporhamphus,Hyporhamphus limbatus,20.7155,elongated,NA,35,0,NA,NA,NA,1,1,NA,1,0,0,3.11,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Beloniformes,Hemiramphidae,Hyporhamphus,Hyporhamphus quoyi,8.75,elongated,NA,NA,0,NA,NA,NA,1,0,variable,0,0,1,3.02,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Beloniformes,Hemiramphidae,Hyporhamphus,Hyporhamphus unifasciatus,27.303,elongated,NA,30,0,NA,NA,NA,0,0,grazing on aquatic plants,1,1,0,2,0,0,0,1,85,NA,NA,dioecism,external,NA,NA,NA
Beloniformes,Hemiramphidae,Hyporhamphus,Hyporhamphus xanthopterus,10.20835,elongated,NA,15,0,NA,NA,NA,1,0,NA,0,0,0,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Perciformes,Serranidae,Hyporthodus,Hyporthodus ergastularius,33.43085,fusiform / normal,NA,157,15,66000,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,superior,protogyny,external,nonguarders,open water/substratum egg scatterers,none
Perciformes,Serranidae,Hyporthodus,Hyporthodus flavolimbatus,27.65085,fusiform / normal,35,115,90,18640,saltwater,NA,0,0,hunting macrofauna (predator),0,1,0,NA,0,0,0,0,64,NA,superior,protogyny,external,nonguarders,open water/substratum egg scatterers,none
Perciformes,Serranidae,Hyporthodus,Hyporthodus haifensis,31.8085,fusiform / normal,NA,110,90,25000,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,superior,protogyny,external,nonguarders,open water/substratum egg scatterers,none
Perciformes,Serranidae,Hyporthodus,Hyporthodus nigritus,NA,fusiform / normal,NA,230,55,198100,saltwater,NA,0,0,hunting macrofauna (predator),0,0,0,NA,0,0,0,0,77,NA,NA,protogyny,external,nonguarders,open water/substratum egg scatterers,none
Perciformes,Serranidae,Hyporthodus,Hyporthodus niveatus,NA,fusiform / normal,27,122,30,30000,saltwater,4.92,0,1,hunting macrofauna (predator),0,1,0,NA,0,0,0,0,68,NA,superior,protogyny,external,nonguarders,open water/substratum egg scatterers,none
Perciformes,Serranidae,Hyporthodus,Hyporthodus septemfasciatus,32.3333,fusiform / normal,NA,155,5,62800,saltwater,NA,0,0,hunting macrofauna (predator),0,1,0,NA,0,0,0,0,16,NA,superior,protogyny,external,nonguarders,open water/substratum egg scatterers,none
Siluriformes,Loricariidae,Hypostomus,Hypostomus cochliodon,NA,elongated,NA,NA,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA
Siluriformes,Loricariidae,Hypostomus,Hypostomus paulinus,21.46805,elongated,NA,NA,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Siluriformes,Loricariidae,Hypostomus,Hypostomus punctatus,NA,elongated,NA,30,NA,NA,freshwater,NA,1,0,variable,0,0,0,NA,0,0,0,0,NA,22,NA,NA,NA,NA,NA,NA
Siluriformes,Loricariidae,Hypostomus,Hypostomus sp. CGD-2016,24.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scorpaeniformes,Agonidae,Hypsagonus,Hypsagonus quadricornis,60.892,elongated,7,12,0,24,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0.9,NA,dioecism,external,NA,NA,NA
Gobiiformes,Eleotridae,Hypseleotris,Hypseleotris compressa,12.4358,fusiform / normal,NA,NA,NA,NA,freshwater,NA,1,0,variable,0,0,0,NA,0,0,0,0,12,10,NA,dioecism,external,guarders,nesters,NA
Gobiiformes,Eleotridae,Hypseleotris,Hypseleotris guentheri,NA,fusiform / normal,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,dioecism,external,guarders,clutch tenders,NA
